순번,조회수,업무분류,업무분류명,등록일,수정일,제목,FAQ분류
527,15120,20111,전기사용:영업일반:계약종별변경,2003-02-14,2018-08-07,농사용전력의 적용대상 및 기준은 무엇입니까.,전기사용:계약종별 안내
971,1456,20111,전기사용:영업일반:계약종별변경,2006-10-02,2018-08-07,청정 계곡수 및 지하수를 이용하는 담수어 양어장을 운영하고 있습니다. 현재 농사용(을)이 적용되고 있는데 농사용(갑) 요금을 적용받을 수 없습니까.,전기사용:계약종별 안내
526,9722,20111,전기사용:영업일반:계약종별변경,2003-02-14,2018-08-07,교육용전력의 적용 대상 및 전기요금은 어떻게 됩니까.,전기사용:계약종별 안내
139,3676,20113,전기사용:영업일반:전부해지,2003-02-14,2018-08-07,삼상동력구좌와 단상구좌로 계량기가 2개 달려있습니다. 이번에 업종이 변경되어 삼상동력구좌를 해지하고 싶은데 신청절차·소요기일을 알려주세요.,전기사용:전기사용계약
107,3642,20113,전기사용:영업일반:전부해지,2003-02-14,2018-08-07,"도시계획 등에 의해 집이 철거되는 경우 전기 해지 방법, 해지확인서 발급 방법 등을 알려주세요.",전기사용:전기사용계약
313,5863,20113,전기사용:영업일반:전부해지,2003-02-14,2018-08-07,몇 년째 사용하지 않고 있던 소형기계 관정용 계량기가 없어져서 알아보았더니 한전에서 철거하였다고 합니다. 주인의사도 물어보지 않고 그럴 수 있습니까.,전기사용:전기사용계약
140,10900,20113,전기사용:영업일반:전부해지,2003-02-14,2018-08-07,건물주가 임대인의 동의 없이 일방적으로 전기사용을 해지할 수 있나요.,전기사용:전기사용계약
135,2921,20113,전기사용:영업일반:전부해지,2003-02-14,2018-08-07,건축법 위반 건축물이라 하여 행정기관으로부터 시정명령을 받았는데 곧 단전된다는 얘기를 들었습니다. 단전 처리는 어떻게 됩니까.,전기사용:전기사용계약
138,5303,20113,전기사용:영업일반:전부해지,2003-02-14,2018-08-07,몇 년 전에 농촌 농가주택을 구입하였습니다. 올여름 휴가차 방문하였을 때 전기가 들어오지 않아 확인하여 보니 계량기가 없었습니다. 전기요금은 기본요금밖에 되지 않아 옆집에서 대신 납부하였는데 사용자 동의 없이 해지가 가능한지요.,전기사용:전기사용계약
148,27813,20114,전기사용:영업일반:일부해지,2003-02-14,2018-08-07,고압으로 수전하고 있는 공장인데 전기가 남아 돌아 계약전력을 줄이고 싶습니다. 이 경우 기본요금 경감효과가 있습니까.,전기사용:전기사용계약
523,249942,20114,전기사용:영업일반:일부해지,2003-02-14,2018-08-07,"계약전력을 변경(증설, 감소) 하려면 어떻게 해야 합니까.",전기사용:전기사용계약
149,8828,20114,전기사용:영업일반:일부해지,2003-02-14,2018-08-07,근린생활시설로서 일반용전력 요금을 적용받고 있습니다. 여름철이 지나 에어콘 사용이 불필요하여 계약전력을 줄이고 싶은데 가능한지요.,전기사용:전기사용계약
109,7386,20115,전기사용:영업일반:휴지,2003-02-14,2018-08-07,작년에 휴지한 농사용 전력을 다시 공급받고자 하는데 어떻게 해야 합니까.,전기사용:전기사용계약
521,10486,20115,전기사용:영업일반:휴지,2003-02-14,2018-08-07,휴업 등의 사유로 일시적으로 전기 공급을 중지(휴지)할 수 있습니까.,전기사용:전기사용계약
136,2504,20116,전기사용:영업일반:재공급,2003-02-14,2018-08-07,설비변상금 미납으로 전기공급이 정지되었는데 변상금을 납부하면 전기공급이 며칠만에 됩니까.,전기사용:전기사용계약
520,80625,20116,전기사용:영업일반:재공급,2003-02-14,2018-08-07,전기사용 계약을 해지하거나 재사용하려면 어떻게 해야 하나요.,전기사용:전기사용계약
424,20501,20118,전기사용:영업일반:기타,2003-02-14,2018-08-07,전기사용계약서에 `계약기간을 전기사용계약(변경) 성립일로부터 요금적용개시일 이후의 1년이 되는 날까지로 한다`고 되어 있는데 그렇다면 1년후 다시 전기사용 계약을 체결하여야 합니까.,전기사용:전기사용계약
418,10187,20118,전기사용:영업일반:기타,2003-02-14,2018-08-07,전기사용에 관하여 한전에 직접 내방하지 않고 전화나 구두로 신청할 수 있는 것은 어떤 내용들입니까.,전기사용:전기사용신청
307,32269,20119,전기사용:계기일반:계기시험/고장,2003-02-14,2017-10-11,전기를 사용하지 않는데 계량기가 돌아갑니다. 고장이 아닙니까.,전기설비:계량기 관련
308,10710,20119,전기사용:계기일반:계기시험/고장,2003-02-14,2018-08-08,전기를 사용해도 계량기가 돌아가지 않는데 어떻게 해야 합니까.,전기설비:계량기 관련
603,15689,20120,전기사용:계기일반:계기교환,2003-02-14,2018-08-07,노후 계량기 교환 및 계량기 이설 신청은 어떻게 하나요.,전기설비:계량기 관련
309,5552,20120,전기사용:계기일반:계기교환,2003-02-14,2018-08-08,계량기에서 소리가 크게 나는데 교환해 줄 수 있습니까.,전기설비:계량기 관련
183,13175,20120,전기사용:계기일반:계기교환,2003-02-14,2018-08-08,가정집인데 지난달에 계량기 실효라 하여 계량기를 교환하였습니다. 그런데 이달 전기요금이 갑자기 많이 나왔습니다. 계량기를 바꾸면 전기요금이 많이 나옵니까.,전기설비:계량기 관련
320,7666,20120,전기사용:계기일반:계기교환,2003-02-14,2018-08-08,전기설비 증감에 따른 전력량계 교환은 어떤 절차를 밟아야 합니까.,전기설비:계량기 관련
315,6244,20121,전기사용:계기일반:계기이설/재봉인,2003-02-14,2018-08-08,계량기는 어느 곳에 설치하여야 합니까.,전기설비:계량기 관련
314,8694,20121,전기사용:계기일반:계기이설/재봉인,2003-02-14,2018-08-08,계량기 봉인이 떨어졌는데 어떻게 해야 합니까.,전기설비:계량기 관련
310,30723,20121,전기사용:계기일반:계기이설/재봉인,2003-02-14,2018-08-08,계량기가 집안에 달려 있어 대문 밖으로 옮겼으면 하는데 어떻게 해야 합니까 .,전기설비:계량기 관련
311,8542,20121,전기사용:계기일반:계기이설/재봉인,2003-02-14,2018-08-08,집수리(개축) 관계로 계량기를 옮겨야 하는데 한전에 신청하면 됩니까.,전기설비:계량기 관련
306,7284,20122,전기사용:계기일반:계기도난/파손,2003-02-14,2018-08-07,계량기가 소손되었다 하여 교환하였는데 계기변상금을 고객이 부담해야 하나요.,전기설비:계량기 관련
318,6910,20123,전기사용:계기일반:계기함교체,2003-02-14,2018-08-08,주택을 새로 지어 전기를 공급받았는데 내선전기공사업체의 공사비 청구내역을 보니 계기함 가액도 포함되어 있습니다. 계기함은 전력량계를 보호하기 위한 부속장치인데 한전에서 시설하여 주는 것이 아닙니까.,전기설비:계량기 관련
186,6331,20126,전기사용:계기일반:기타,2003-02-14,2018-08-07,전력량계의 오차 및 공차에 대하여 알고 싶습니다.,전기설비:계량기 관련
323,10723,20126,전기사용:계기일반:기타,2003-02-14,2018-08-08,현재 한전에서 인정하고 있는 최대수요전력계의 측정시한은 몇분계 계기입니까.,전기설비:계량기 관련
105,6314,20126,전기사용:계기일반:기타,2003-02-14,2018-08-08,"고압용 계기 설치는 누가 하며, 비용 부담은 누가 합니까.",전기설비:계량기 관련
321,5768,20126,전기사용:계기일반:기타,2003-02-14,2018-08-08,시간대구분계기와 전자식계기의 설치 대상에 대하여 말씀하여 주십시오.,전기설비:계량기 관련
127,7285,20127,전기사용:할인요금:1주택수가구,2003-02-14,2018-08-07,1주택수가구 요금을 적용받고 있는데 계약기간(1년)이 지나면 재신청해야 합니까.,전기요금:전기요금 할인
555,237589,20127,전기사용:할인요금:1주택수가구,2003-02-14,2018-08-07,한집에 여러 가구가 살고 있으면 전기요금 혜택이 있다고 들었는데 어떻게 하면 됩니까. (1주택수가구 신청),전기요금:전기요금 할인
101,4815,20127,전기사용:할인요금:1주택수가구,2003-02-14,2018-08-07,가구수 과다추징금이란 무엇입니까.,전기요금:전기요금 계산
761,9484,20127,전기사용:할인요금:1주택수가구,2003-12-23,2018-08-07,1주택수가구 가구수 변동을 하려면 어떻게 하나요.,전기요금:전기요금 할인
1103,1399,20128,전기사용:할인요금:복지할인,2007-01-17,2018-08-07,여러장소의 사회복지시설을 운영하는데 1개의 신고증으로 신청이 가능한가요.,전기요금:전기요금 할인
1126,2993,20128,전기사용:할인요금:복지할인,2007-01-17,2018-08-07,영유아보육법에 따른 영유아보육시설은 사회복지 할인 대상에 적용됩니까.,전기요금:전기요금 할인
826,18628,20128,전기사용:할인요금:복지할인,2004-04-02,2018-08-07,장애인 할인의 경우 왜 주거용만 대상이 되나요.,전기요금:전기요금 할인
827,306693,20128,전기사용:할인요금:복지할인,2004-04-02,2019-01-07,전기요금 복지할인 대상 범위와 선정기준은 무엇입니까.,
841,25914,20128,전기사용:할인요금:복지할인,2004-04-06,2019-07-01,왜 장애의 정도가 심하지 않은 장애인은 적용이 안되나요. 장애인 전기요금 할인 대상을 확대할 계획은 있습니까. 있다면 언제부터입니까.,전기요금:전기요금 할인
1365,6484,20128,전기사용:할인요금:복지할인,2008-07-07,2018-08-07,차상위계층은 전기요금 할인제도가 있나요.,전기요금:전기요금 할인
1121,21732,20128,전기사용:할인요금:복지할인,2007-01-11,2018-08-07,전기요금 할인이 적용되는 사회복지시설의 범위를 알려주십시오.,전기요금:전기요금 할인
1123,17041,20128,전기사용:할인요금:복지할인,2007-01-12,2018-08-07,장애인이면서 기초생활수급자인 경우 중복하여 할인이 적용되나요.,전기요금:전기요금 할인
825,42272,20128,전기사용:할인요금:복지할인,2004-04-02,2019-07-01,장애인에 대한 전기요금 할인제도 도입배경과 내용은 무엇입니까.,전기요금:전기요금 할인
831,69251,20128,전기사용:할인요금:복지할인,2004-04-02,2018-08-07,주민센터에 전기요금 복지할인을 신청하면 안되나요.,전기요금:전기요금 할인
834,84722,20128,전기사용:할인요금:복지할인,2004-04-02,2018-08-07,1주택수가구의 경우 전기요금 복지할인이 적용되나요.,전기요금:전기요금 할인
1399,57399,20129,전기사용:할인요금:대가족요금,2009-12-22,2018-08-07,3자녀가구 전기요금 할인제도는 무엇입니까.,전기요금:전기요금 할인
1398,92055,20129,전기사용:할인요금:대가족요금,2009-12-22,2018-08-07,대가족요금제란 무엇이며 어떻게 신청합니까.,전기요금:전기요금 할인
1493,11421,20137,요금:요금제도:기본요금제도,2017-09-13,2018-08-07,출산가구 할인대상과 신청방법은 어떻게 되나요.,전기요금:전기요금 할인
544,119728,20137,요금:요금제도:기본요금제도,2003-02-14,2018-08-08,전기요금 기본요금은 무엇이고 어떻게 계산합니까.,전기요금:전기요금 계산
1105,3291,20138,요금:요금제도:계절/시간대별요금제,2007-01-17,2018-08-08,"계시별 요금제에 대한 계절, 시간대별 구분은 어떻게 되나요.",전기요금:전기요금 계산
546,20962,20139,요금:요금제도:선택요금제,2003-02-14,2018-08-08,부하율별 선택요금제란 무엇입니까.,전기요금:전기요금 계산
471,87351,20140,요금:요금제도:주택용누진제,2003-02-14,2018-08-08,주택용 전기요금에만 누진제를 적용하는 이유는 무엇입니까.,전기요금:전기요금 계산
545,37630,20140,요금:요금제도:주택용누진제,2003-02-14,2019-07-01,주택용 전기요금의 누진 구조에 대해 알고 싶습니다.,
199,54112,20141,요금:요금제도:아파트요금제도,2003-02-14,2018-08-07,주택용전력 고압요금이란 무엇입니까.,전기요금:전기요금 계산
196,34792,20141,요금:요금제도:아파트요금제도,2003-02-14,2019-07-01,"아파트 전체가 1구좌로 한전과 계약되어 있다고 하여 전기요금을 관리비와 함께 관리사무실에서 청구하고 있는데, 아파트의 전기요금은 어떻게 계산하는지 알고 싶습니다.",전기요금:전기요금 계산
203,5797,20142,요금:요금제도:역률요금,2003-02-14,2018-08-07,모자거래로 전기를 공급받고 있는 상가입니다. 오배수시설 및 상수도가압설비는 자고객으로 하여 저압계량하고 있는데 이 경우 자고객의 역률은 어떻게 계산합니까.,전기요금:전기요금 계산
556,34072,20142,요금:요금제도:역률요금,2003-02-14,2018-08-07,역률이란 무엇이며 어떻게 계산합니까.,전기요금:전기요금 계산
202,3435,20142,요금:요금제도:역률요금,2003-02-14,2018-08-07,공장설비 증가로 저압에서 특별고압으로 공급방식을 변경하였습니다. 이달의 역률 적용은 저압과 특별고압으로 구분하여 적용합니까.,전기요금:전기요금 계산
1440,1304,20143,요금:요금제도:계약종별요금,2012-10-31,2018-08-07,비주거용 주택용전력 전기요금은 어떻게 적용됩니까.,전기요금:전기요금 계산
469,19266,20145,요금:요금제도:기타,2003-02-14,2018-08-08,전압별 요금제란 무엇입니까.,전기요금:전기요금 계산
185,13907,20146,요금:검침:사용량,2003-02-14,2018-08-07,종합계약아파트 고객인데 한전계량기 사용량과 보조계량기 사용량 합계가 다른 경우에는 어떻게 해야 합니까.,전기설비:계량기 관련
106,20206,20146,요금:검침:사용량,2003-02-14,2018-08-07,보조계량기의 사용량 합계와 한전계량기의 사용량이 차이가 나는데 왜 그렇습니까.,전기설비:계량기 관련
125,8643,20146,요금:검침:사용량,2003-02-14,2018-08-07,사용량이 당월지침보다 많은 것은 어떤 경우입니까.,전기요금:검침 관련
606,22366,20146,요금:검침:사용량,2003-02-14,2018-08-07,"보조계량기를 설치하려면 어떻게 해야 하며, 검침 및 고장수리 등은 어떻게 합니까.",전기설비:계량기 관련
605,26725,20148,요금:검침:검침방법,2003-02-14,2018-08-07,"계량기 검침은 누가, 언제 하며, 집을 비운 경우에는 어떻게 검침하나요.",전기요금:검침 관련
325,4078,20148,요금:검침:검침방법,2003-02-14,2018-08-07,전기검침 미실시 안내문을 받았는데 어떻게 해야 합니까.,전기요금:검침 관련
184,2969,20148,요금:검침:검침방법,2003-02-14,2018-08-07,한전 변전소에서 직거래하는 공장입니다. 이달 전기요금 청구서상의 사용량이 공장내 부설되어 있는 전력량계로 검침한 사용량보다 훨씬 많이 나왔는데 그 원인은 무엇입니까.,전기요금:전기요금 계산
130,4485,20153,요금:요금청구:청구서송달,2003-02-14,2017-09-15,농사용(갑) 3kW로 전기를 사용하는데 청구서는 언제 나오나요.,전기요금:청구서(인터넷빌링)
575,52060,20153,요금:요금청구:청구서송달,2003-02-14,2017-09-15,전기요금 청구서를 받지 못했거나 분실한 경우 어떻게 합니까.,전기요금:청구서(인터넷빌링)
576,81689,20153,요금:요금청구:청구서송달,2003-02-14,2017-10-11,전기요금 청구서의 이름(또는 호수)이 다른데 우리 것이 맞는지 어떻게 확인합니까.,전기요금:청구서(인터넷빌링)
1473,752,20153,요금:요금청구:청구서송달,2015-02-12,2017-10-11,어르신 맞춤형 청구서란 무엇이고 어떻게 신청하나요.,전기요금:청구서(인터넷빌링)
711,61946,20155,요금:요금청구:이메일/모바일청구,2003-05-26,2017-09-15,아파트 관리비에 전기요금이 같이 청구되고 있어 고객번호를 모릅니다. 인터넷빌링(이메일청구서) 가입은 어떻게 하나요.,전기요금:청구서(인터넷빌링)
712,7162,20155,요금:요금청구:이메일/모바일청구,2003-05-26,2017-09-15,이메일청구서는 언제 발행되나요.,전기요금:청구서(인터넷빌링)
718,3840,20155,요금:요금청구:이메일/모바일청구,2003-05-26,2018-08-07,인터넷빌링(이메일청구서)을 오늘 신청하면 언제부터 청구서를 이메일로 받게되나요.,전기요금:청구서(인터넷빌링)
586,68394,20155,요금:요금청구:이메일/모바일청구,2003-02-14,2017-09-15,인터넷빌링(이메일청구서)에 가입하려면 어떻게 해야 하나요.,전기요금:청구서(인터넷빌링)
589,26022,20155,요금:요금청구:이메일/모바일청구,2003-02-14,2017-09-15,인터넷빌링(이메일청구서)을 해지하고 청구서를 지로로 받고 싶습니다.,전기요금:청구서(인터넷빌링)
1482,483,20155,요금:요금청구:이메일/모바일청구,2016-03-04,2017-10-11,법인사업자는 카카오페이 청구서를 받을 수 없나요.,전기요금:청구서(인터넷빌링)
1485,480,20155,요금:요금청구:이메일/모바일청구,2016-03-04,2017-09-15,카카오페이 청구서에는 어떤 내역이 포함되나요.,전기요금:청구서(인터넷빌링)
710,34631,20155,요금:요금청구:이메일/모바일청구,2003-05-26,2017-09-15,이사를 가게 되었는데 이메일청구서를 계속 받아보려면 어떻게 해야 하나요.,전기요금:청구서(인터넷빌링)
1484,900,20155,요금:요금청구:이메일/모바일청구,2016-03-04,2017-09-15,카카오페이 청구서를 받으면 전기요금 납부일 이전에도 안내가 되나요.,전기요금:청구서(인터넷빌링)
1488,655,20155,요금:요금청구:이메일/모바일청구,2016-03-04,2017-09-15,카카오페이 청구서 납부내역 확인은 어떻게 하나요.,전기요금:청구서(인터넷빌링)
714,3079,20155,요금:요금청구:이메일/모바일청구,2003-05-26,2017-09-15,인터넷빌링(이메일청구서) 서비스를 받고 있는 회사를 바꾸고 싶습니다. 어떻게 하면 되나요.,전기요금:청구서(인터넷빌링)
1492,483,20155,요금:요금청구:이메일/모바일청구,2016-03-04,2017-09-15,카카오페이 청구서 서비스 고객센터로는 어떻게 연락하나요.,전기요금:청구서(인터넷빌링)
1489,482,20155,요금:요금청구:이메일/모바일청구,2016-03-04,2017-09-15,카카오페이 청구서 거래내역서를 출력하고 싶어요. 어디서 볼 수 있나요.,전기요금:청구서(인터넷빌링)
1491,617,20155,요금:요금청구:이메일/모바일청구,2016-03-04,2017-09-15,청구서를 더 이상 카카오톡으로 받고 싶지 않습니다.,전기요금:청구서(인터넷빌링)
719,2853,20155,요금:요금청구:이메일/모바일청구,2003-05-26,2017-09-15,전기요금을 이메일로 받고 있는데 어느 업체에 가입을 했는지 모르겠습니다. 확인방법은 없나요.,전기요금:청구서(인터넷빌링)
561,97531,20155,요금:요금청구:이메일/모바일청구,2003-02-14,2017-09-15,세금계산서를 발급받으려면 어떻게 해야 합니까.,전기요금:청구서(인터넷빌링)
1480,482,20155,요금:요금청구:이메일/모바일청구,2016-03-04,2017-09-15,`카카오페이 청구서` 신청시 기존 청구서는 어떻게 되나요.,전기요금:청구서(인터넷빌링)
1477,701,20155,요금:요금청구:이메일/모바일청구,2016-03-04,2017-09-15,카카오페이 청구서 서비스가 무엇인가요.,전기요금:청구서(인터넷빌링)
1486,497,20155,요금:요금청구:이메일/모바일청구,2016-03-04,2017-09-15,카카오페이 청구서에서 `요금 납부`도 가능한가요.,전기요금:청구서(인터넷빌링)
1479,1225,20155,요금:요금청구:이메일/모바일청구,2016-03-04,2017-09-15,자동이체 고객도 카카오페이 청구서를 신청할 수 있나요.,전기요금:청구서(인터넷빌링)
1483,488,20155,요금:요금청구:이메일/모바일청구,2016-03-04,2017-09-15,카카오톡 청구서 메신저 발신은 어디서 하나요.,전기요금:청구서(인터넷빌링)
1478,780,20155,요금:요금청구:이메일/모바일청구,2016-03-04,2017-09-15,`카카오페이 청구서` 신청은 어디서 해야하나요.,전기요금:청구서(인터넷빌링)
1481,571,20155,요금:요금청구:이메일/모바일청구,2016-03-04,2017-09-15,카카오페이 청구서 신청시 사전에 준비해야하는 정보가 있나요.,전기요금:청구서(인터넷빌링)
587,31184,20155,요금:요금청구:이메일/모바일청구,2003-02-14,2017-09-15,인터넷빌링(이메일청구서)을 신청했는데 이메일청구서가 안옵니다.,전기요금:청구서(인터넷빌링)
715,3489,20155,요금:요금청구:이메일/모바일청구,2003-05-26,2018-08-07,인터넷빌링(이메일청구서)을 신청하려고 하니 이미 가입된 고객이라고 나옵니다. 어떻게 확인하나요.,전기요금:청구서(인터넷빌링)
588,21164,20155,요금:요금청구:이메일/모바일청구,2003-02-14,2017-10-11,청구서를 받는 이메일 주소를 바꾸려면 어떻게 해야 합니까.,전기요금:청구서(인터넷빌링)
187,13060,20156,"요금:요금청구:청구내역/소액,종합",2003-02-14,2018-08-07,계량기 하나로 다섯 업체가 전기를 사용하는 상가인데 기본요금은 어떻게 나누어야 합니까.,전기요금:전기요금 계산
562,10530,20156,"요금:요금청구:청구내역/소액,종합",2003-02-14,2018-08-07,요금적용전력이란 무엇입니까.,전기요금:전기요금 계산
549,300168,20156,"요금:요금청구:청구내역/소액,종합",2003-02-14,2019-07-01,전기기기를 매달 변동없이 사용하는데 갑자기 전기요금이 많이 나오는 이유는 무엇입니까.,전기요금:전기요금 계산
901,4003,20156,"요금:요금청구:청구내역/소액,종합",2005-08-30,2017-09-15,이번달 전기요금이 소액이어서 합산청구되었다고 하는데 `소액요금 합산청구` 가 무엇입니까.,전기요금:청구서(인터넷빌링)
194,3614,20156,"요금:요금청구:청구내역/소액,종합",2003-02-14,2017-10-11,신규로 전기를 공급받았는데 청구서가 약 두달만에 나와 한꺼번에 전기요금이 청구된 것 같습니다. 이 경우 전기요금은 어떻게 계산합니까.,전기요금:전기요금 계산
193,3879,20156,"요금:요금청구:청구내역/소액,종합",2003-02-14,2018-08-07,상수도 및 오수처리 시설을 저압계량으로 하여 모자거래(변압기공동이용)를 하고 있는 경우 모계량에 대한 전기요금은 어떻게 계산합니까.,전기요금:전기요금 계산
563,36511,20157,요금:요금청구:전력산업기반기금,2003-02-14,2018-08-07,전력산업기반기금이 무엇입니까.,전기요금:전기요금 계산
565,4058,20158,요금:요금청구:농어촌융자금,2003-02-14,2018-08-07,전기요금 청구서 표시된 융자금이란 무엇입니까.,전기요금:전기요금 계산
188,3642,20159,요금:요금청구:요금계산/협정,2003-02-14,2018-08-07,시간대구분계기 또는 기록형전자식계기가 고장이 났는데 시간대별 사용량을 어떻게 산정합니까.,전기설비:계량기 관련
123,2473,20159,요금:요금청구:요금계산/협정,2003-02-14,2018-08-07,전기사용개시일을 연기하여 아직 전기를 사용하지 않습니다. 전기요금 적용 개시시기는 언제부터입니까.,전기요금:전기요금 계산
124,5675,20159,요금:요금청구:요금계산/협정,2003-02-14,2018-08-07,계량기가 고장났는데 이런 경우 전기요금은 어떻게 계산됩니까.,전기요금:전기요금 계산
192,10543,20159,요금:요금청구:요금계산/협정,2003-02-14,2018-08-07,당월 전기요금은 언제부터 언제까지 사용한 것입니까.,전기요금:전기요금 계산
197,2975,20159,요금:요금청구:요금계산/협정,2003-02-14,2018-08-07,저압으로 공급받고 있는 공장인데 정전이 되어 신고하니까 한전직원이 나와 계량기 소손이라 하여 직결송전하고 갔습니다. 이 경우 전기요금 계산은 어떻게 합니까.,전기요금:전기요금 계산
198,3200,20159,요금:요금청구:요금계산/협정,2003-02-14,2018-08-07,최대수요전력계 고장으로 수리를 하고자 철거를 하였습니다. 철거기간중의 기본요금은 어떻게 계산합니까.,전기요금:전기요금 계산
200,9099,20159,요금:요금청구:요금계산/협정,2003-02-14,2018-08-07,3가구가 함께 사는 주택으로 세입자인 1가구만 보조계량기를 설치하여 요금을 분배하려는데 방법을 알아보고자 합니다.,전기요금:전기요금 계산
543,444945,20159,요금:요금청구:요금계산/협정,2003-02-14,2019-07-01,전기요금은 어떤 방법으로 계산합니까.,전기요금:전기요금 계산
552,3390,20160,요금:요금청구:기타,2003-02-14,2018-08-07,태풍과 같은 자연재해로 인해 피해를 본 고객에 대한 전기요금 감면제도가 있습니까.,전기요금:전기요금 계산
536,7166,20161,요금:위약:위약신고,2003-02-14,2018-08-07,전기사용계약 위반 및 무단사용에 대한 벌금은 얼마이며 신고시 포상금은 얼마입니까.,전기사용:전기사용계약
551,62771,20162,요금:위약:계약전력초과,2003-02-14,2018-08-07,저압고객의 초과사용부가금이란 무엇입니까 .,전기요금:전기요금 계산
1433,6095,20162,요금:위약:계약전력초과,2012-03-05,2018-08-07,초과사용부가금이란 무엇인가요.,전기요금:전기요금 계산
207,31115,20166,수금:수납:납기일,2003-02-14,2017-09-15,다른 공과금은 납기일이 매월 말일인데 전기요금만 달라서 불편합니다. 납기일을 말일로 바꿀 수 있습니까.,전기요금:납부(자동이체 등)
566,6322,20166,수금:수납:납기일,2003-02-14,2017-09-15,전기요금 납기일이 지역마다 다른 이유는 무엇입니까.,전기요금:납부(자동이체 등)
560,11575,20167,수금:수납:이중/착오수납,2003-02-14,2017-09-15,착오로 전기요금을 두 번 냈는데 어떻게 해야 환불 받을 수 있습니까 .,전기요금:납부(자동이체 등)
559,31918,20168,수금:수납:수납방법,2003-02-14,2017-09-15,전기요금은 인터넷뱅킹이나 텔레뱅킹으로 납부할 수 있습니까.,전기요금:납부(자동이체 등)
205,7800,20168,수금:수납:수납방법,2003-02-14,2017-09-15,편의점에서도 전기요금 납부가 가능한가요.,전기요금:납부(자동이체 등)
1208,5893,20168,수금:수납:수납방법,2007-12-05,2017-09-15,청구서의 명의자와 납부자의 이름이 다른데 요금납부 가능합니까.,전기요금:납부(자동이체 등)
941,5303,20168,수금:수납:수납방법,2006-07-12,2017-09-15,전기요금도 현금영수증 발행이 가능합니까.,전기요금:납부(자동이체 등)
843,8956,20168,수금:수납:수납방법,2004-04-06,2017-09-15,신용카드로 20kW 초과하는 일반용이나 산업용 전기요금을 납부할 수 없는 것은 독점기업의 횡포가아닌가요.,전기요금:납부(자동이체 등)
1490,549,20168,수금:수납:수납방법,2016-03-04,2017-09-15,카카오페이 청구서 결제 후 결제를 취소하고 싶습니다.,전기요금:납부(자동이체 등)
1487,570,20168,수금:수납:수납방법,2016-03-04,2017-09-15,종이청구서 QR 요금 납부도 카카오페이로 납부 가능한가요.,전기요금:납부(자동이체 등)
558,131628,20168,수금:수납:수납방법,2003-02-14,2017-09-15,전기요금을 신용카드로 납부하려면 어떻게 해야 합니까.,전기요금:납부(자동이체 등)
572,12955,20169,수금:수납:자동이체,2003-02-14,2017-09-15,전기요금을 자동이체 하고 있는데 같은 날짜에 두번 인출된 것은 어떤 경우입니까.,전기요금:납부(자동이체 등)
129,11509,20169,수금:수납:자동이체,2003-02-14,2017-09-15,자동이체 신청을 은행에서도 하고 인터넷에서도 했는데 어떻게 되나요.,전기요금:납부(자동이체 등)
1222,3680,20169,수금:수납:자동이체,2007-12-05,2017-09-15,전기요금 자동이체시 혜택을 알고싶습니다.,전기요금:전기요금 할인
706,78727,20169,수금:수납:자동이체,2003-05-26,2017-09-15,전기요금 자동이체를 오늘 신청하면 언제부터 요금이 자동출금 되나요.,전기요금:납부(자동이체 등)
570,78882,20169,수금:수납:자동이체,2003-02-14,2017-09-15,전기요금을 자동납부 하는 계좌나 카드를 바꾸려면 어떻게 해야 합니까.,전기요금:납부(자동이체 등)
573,19233,20169,수금:수납:자동이체,2003-02-14,2017-09-15,전기요금을 자동이체하는 계좌에 잔액이 부족하면 어떻게 됩니까.,전기요금:납부(자동이체 등)
1215,7783,20169,수금:수납:자동이체,2007-12-05,2017-09-15,신용카드로 전기요금 납부하면 할인혜택 있습니까.,전기요금:전기요금 할인
571,420287,20169,수금:수납:자동이체,2003-02-14,2019-07-01,전기요금 자동이체 신청 및 해지방법을 알려주세요.,전기요금:납부(자동이체 등)
557,4121,20170,수금:수납:기타,2003-02-14,2017-09-15,미리 전기요금을 납부하고 싶은데 가능합니까.,전기요금:납부(자동이체 등)
568,26437,20173,"수금:공급정지, 연체:연체료",2003-02-14,2018-08-07,전기요금을 미납한 경우 연체료율은 몇%입니까.,전기요금:납부(자동이체 등)
209,6394,20174,"수금:공급정지, 연체:공급정지",2003-02-14,2017-01-03,전기사용계약 해지후 미납 전기요금은 채권소멸시효가 3년이라 하는데 3년이 지나면 납부하지 않아도 됩니까.,전기요금:납부(자동이체 등)
567,30836,20174,"수금:공급정지, 연체:공급정지",2003-02-14,2018-08-07,전기요금을 몇개월 미납하면 단전이 됩니까.,전기요금:납부(자동이체 등)
519,26448,20174,"수금:공급정지, 연체:공급정지",2003-02-14,2018-08-07,전기공급정지(단전)의 대상 및 기준은 무엇입니까.,전기사용:전기사용계약
213,43497,20177,TV수신료:TV수신료:부과기준,2003-02-14,2018-08-07,한전에서 TV 수신료까지 수납하는 근거가 어디에 있습니까.,기타:TV수신료
580,37653,20177,TV수신료:TV수신료:부과기준,2003-02-14,2018-08-07,가정집인데 TV수신료가 나오지 않다가 이 달에만 갑자기 부과되는 이유는 무엇입니까.,기타:TV수신료
579,34406,20177,TV수신료:TV수신료:부과기준,2003-02-14,2018-08-07,장애인인데 TV 수신료 면제를 받으려면 어떻게 해야 합니까.,기타:TV수신료
